ob_code,obj_id,ra,dec,exptime,priority,resolution,reference_arm,g_ps1,g_ps1_error,r_ps1,r_ps1_error,i_ps1,i_ps1_error,z_ps1,z_ps1_error,y_ps1,y_ps1_error,g_sdss,r_sdss,i_sdss,z_sdss
perseus_031956.8+414750_L_1h,158150499866657535,49.98675864,41.79732365,900.0,5,L,r,586786.1875,3590211239936.0,973015.3125,3512367841280.0,1350455.75,3585584922624.0,1467304.25,3593188671488.0,1490046.125,3392188710912.0,625172.8125,1140775.125,1555965.625,1791429.125
perseus_031958.4+413252_L_1h,157850499932408028,49.99319602,41.54786268,900.0,9,L,r,88682.984375,3610439057408.0,173524.15625,3535411871744.0,287686.59375,3526955892736.0,430288.8125,3473441816576.0,399613.1875,3545847300096.0,nan,nan,nan,nan
perseus_031958.7+414500_M_1h,158100499948430498,49.99472369,41.75002083,900.0,9,M,m,127914.515625,3510427451392.0,275727.625,3533133316096.0,365628.75,3531181129728.0,537575.875,3518519836672.0,522107.21875,3459075276800.0,157036.328125,353182.71875,534564.0625,672976.875
perseus_031959.1+412846_M_1h,157770499960546165,49.9960523,41.47959697,900.0,2,M,b,2983183.75,3475681837056.0,3108565.25,3420424503296.0,8230005.0,3306435117056.0,7809084.5,3364805935104.0,16874860.0,3487867863040.0,5311287.0,12965812.0,19971000.0,27466286.0
perseus_032000.9+413314_L_1h,157860500036745181,50.00366857,41.55377433,900.0,0,L,r,2682871.75,3576679366656.0,5794281.5,3623431176192.0,9019028.0,3520140410880.0,11827144.0,3588227858432.0,14539855.0,3601471897600.0,nan,nan,nan,nan
perseus_032001.6+411504_M_1h,157500500068291999,50.00682807,41.25114714,900.0,2,M,m,6714904.0,3567796092928.0,nan,nan,nan,nan,27262132.0,3460668588032.0,30741114.0,3607779868672.0,7748181.5,19319676.0,31332850.0,44218080.0
perseus_032002.9+422705_M_1h,158940500122562449,50.01207087,42.45150369,900.0,6,M,m,461657.1875,3597493600256.0,806715.1875,3593850585088.0,1025841.625,3445085700096.0,1179232.75,3510750937088.0,1106317.0,3404081922048.0,395548.71875,805377.9375,1106623.125,1429552.375
perseus_032003.9+410328_M_1h,157260500163079525,50.01615283,41.05757093,900.0,6,M,m,63142.20703125,3441279893504.0,64547.63671875,3493976866816.0,95975.4453125,3384075354112.0,115707.0546875,2847344427008.0,nan,nan,122123.6328125,218172.515625,307609.65625,354813.59375
perseus_032004.2+405132_L_1h,157030500174761168,50.01734276,40.85879829,900.0,5,L,r,158708.328125,3527280689152.0,251003.46875,3499129307136.0,438934.65625,3591865106432.0,450443.03125,3479205052416.0,329579.09375,3495264256000.0,604226.125,1064632.75,1412538.125,1599556.5
perseus_032004.5+420224_L_1h,158440500186558630,50.01862445,42.03999304,900.0,5,L,r,111923.109375,3568782016512.0,251257.96875,3526630834176.0,477704.9375,3559262519296.0,549287.3125,3540625653760.0,557288.375,3547807350784.0,158197.546875,420726.28125,674217.875,971851.5
perseus_032004.8+420053_M_1h,158410500200798416,50.02008021,42.01470458,900.0,9,M,b,41583.4375,3394376564736.0,60067.54296875,3413500755968.0,76757.2734375,3055202598912.0,67099.5859375,3630780645376.0,nan,nan,42657.921875,105876.6953125,128233.15625,177500.640625
perseus_032005.2+405422_L_1h,157080500216038127,50.02161919,40.90623243,900.0,0,L,n,3343486.5,3611436777472.0,6081904.0,3613100343296.0,8646486.0,3546500300800.0,10886283.0,3625433956352.0,12571877.0,3605122514944.0,3861892.5,7634844.0,10934523.0,14481050.0
perseus_032006.1+413748_L_1h,157950500252666697,50.02547345,41.62998622,900.0,2,L,r,6011188.0,3630780645376.0,nan,nan,nan,nan,nan,nan,35305284.0,3577008881664.0,5706899.0,14886742.0,24165722.0,34897960.0
perseus_032006.2+420016_L_1h,158400500258495931,50.02588401,42.00441722,900.0,9,L,r,59725.50390625,3351197515776.0,129014.9765625,3541603975168.0,173540.15625,3538017845248.0,195056.203125,3358922637312.0,206671.234375,3401888038912.0,148730.515625,303668.6875,415336.125,551569.3125
perseus_032007.3+414958_M_1h,158200500301780009,50.03014456,41.83280374,900.0,1,M,m,2053430.75,3462900482048.0,5094716.5,3507518701568.0,6797666.5,3493976866816.0,11297960.0,3558606897152.0,7605360.5,3465772269568.0,3360471.25,8433342.0,13452407.0,18638034.0
perseus_032009.0+414902_L_1h,158180500377131345,50.03768712,41.81724568,900.0,5,L,r,93497.5,3461624889344.0,169199.796875,3411929202688.0,336232.375,3565825032192.0,389331.625,3577667911680.0,287845.8125,3379714326528.0,223666.21875,513807.25,767714.25,960284.6875
perseus_032010.1+412104_M_1h,157620500421912016,50.0421964,41.35113686,900.0,5,M,b,1354566.25,3615097618432.0,2239544.75,3577667911680.0,3239216.25,3548133982208.0,3856913.25,3597493600256.0,4111875.5,3570754650112.0,1838229.0,3293063.5,4524808.0,5712152.5
perseus_032010.5+411444_L_1h,157490500437865336,50.04380441,41.24560656,900.0,5,L,n,245787.75,3511397646336.0,489102.375,3578326941696.0,756554.1875,3585584922624.0,906399.75,3594512760832.0,1011206.8125,3563526815744.0,235939.109375,515228.0,811334.1875,1068562.875
perseus_032010.7+415511_M_1h,158300500446054321,50.04450896,41.91971505,900.0,9,M,n,78400.7265625,3553366638592.0,161406.171875,3552712065024.0,293386.5625,3579315748864.0,349043.59375,3531181129728.0,411832.3125,3449530613760.0,nan,nan,nan,nan
perseus_032011.5+420046_L_1h,158410500479346092,50.04795704,42.01283712,900.0,5,L,r,395949.78125,3608112005120.0,733297.5,3556968235008.0,1131773.75,3533133316096.0,1218204.375,3563526815744.0,1201931.875,3510750937088.0,454150.65625,984464.125,1391872.875,1948049.5
perseus_032011.9+415128_M_1h,158230500493790142,50.04942155,41.85790134,900.0,5,M,m,119146.0,3492689739776.0,219098.640625,3560574025728.0,385976.03125,3523708715008.0,469547.53125,3550422237184.0,480308.28125,3377847336960.0,193374.8125,392644.4375,617163.3125,880643.125
perseus_032012.1+412201_L_1h,157640500504351015,50.05043655,41.36697651,900.0,1,L,r,nan,nan,nan,nan,nan,nan,nan,nan,46580064.0,3400008728576.0,11901446.0,28444586.0,44504088.0,61432720.0
perseus_032013.3+411713_M_1h,157540500552904866,50.05527611,41.28685926,900.0,2,M,m,1046357.5625,3613100343296.0,1871887.875,3614431510528.0,2700722.75,3616429572096.0,3183022.0,3615763464192.0,3351197.0,3557295915008.0,999080.5,1993424.25,2779712.25,3502678.5
perseus_032014.4+404102_L_1h,156820500597861133,50.05980892,40.68375185,900.0,5,L,r,1009809.875,3514633289728.0,2345740.0,3605786525696.0,3729065.75,3586245525504.0,4099015.5,3570754650112.0,3601471.75,3577997164544.0,1699807.25,3819441.25,5675443.5,6886521.0
perseus_032014.8+413239_M_1h,157850500615873575,50.06152493,41.54403495,900.0,9,M,b,67149.109375,3440962961408.0,113156.5078125,3466091298816.0,193178.953125,3477923430400.0,198957.578125,3567138897920.0,217590.46875,3535086026752.0,45123.20703125,92384.703125,99632.328125,132068.75
perseus_032015.5+412355_L_1h,157670500646759003,50.0646788,41.3986414,900.0,1,L,r,nan,nan,nan,nan,nan,nan,20280556.0,3538669535232.0,29056260.0,3580964372480.0,5623414.0,14427789.0,23399136.0,31915364.0
perseus_032016.1+412857_M_1h,157770500672839780,50.06716775,41.48261063,900.0,3,M,m,212911.890625,3556313399296.0,449283.25,3573715828736.0,752176.8125,3485619716096.0,890431.0625,3509134557184.0,716671.375,3488831766528.0,489327.4375,1128236.625,1723454.125,2195836.5
perseus_032016.2+404630_L_1h,156930500673280390,50.06740573,40.77483466,900.0,6,L,n,218272.890625,3492046438400.0,256259.546875,3432416542720.0,451689.5625,3516576038912.0,340627.75,3465133686784.0,404352.0,3080917090304.0,298400.9375,472062.90625,613761.5625,715813.375
perseus_032017.4+412056_M_1h,157610500724569351,50.07244684,41.34891761,900.0,0,M,b,1393412.75,3587566993408.0,3145718.25,3586245525504.0,4758168.0,3588227858432.0,5864081.5,3578985971712.0,7644692.0,3603794231296.0,1350206.625,3338875.0,5157029.0,7426771.5
perseus_032019.2+414243_M_1h,158050500800294851,50.07991129,41.71187187,900.0,3,M,m,171965.09375,3362017771520.0,306337.3125,3180680183808.0,708532.8125,3513338822656.0,864330.625,3524682579968.0,564261.1875,3497196257280.0,249344.40625,586677.9375,875789.125,1142878.75
perseus_032019.3+413211_M_1h,157840500804664178,50.08055958,41.5361986,900.0,9,M,b,44209.9765625,3579975041024.0,nan,nan,90148.796875,3542582820864.0,105584.5,3289728155648.0,220292.65625,3630780645376.0,34673.7265625,75162.3671875,130617.0234375,147231.34375
perseus_032019.5+404922_L_1h,156980500814887924,50.08127735,40.82270528,900.0,6,L,b,245538.78125,3538343690240.0,400497.84375,3503321776128.0,520283.4375,3480166334464.0,471715.75,3414758522880.0,377467.90625,3444451049472.0,208352.90625,279511.5625,534564.0625,347696.03125
perseus_032021.0+412225_L_1h,157640500873339123,50.08733929,41.37373364,900.0,4,L,r,1401134.0,3480166334464.0,3087167.5,3533784219648.0,4436903.5,3484977725440.0,5955525.0,3601803247616.0,8409302.0,3597493600256.0,1620315.375,4157193.25,6582638.0,9332540.0
perseus_032022.0+413827_L_1h,157960500918089709,50.09192158,41.64090977,900.0,6,L,b,1908973.625,3490117058560.0,2120899.25,3344105996288.0,3101984.75,3578326941696.0,3257466.25,3552057753600.0,2682376.75,3581954228224.0,3897623.25,5765008.5,6269029.0,7008091.0
perseus_032022.4+412058_L_1h,157620500931390092,50.09329404,41.34955749,900.0,9,L,r,54560.6953125,3630780645376.0,nan,nan,135257.03125,3308567658496.0,117912.53125,3452073410560.0,nan,nan,76207.90625,172504.25,251188.75,288668.6875
perseus_032023.7+415146_L_1h,158230500987515936,50.09872447,41.86270001,900.0,5,L,b,14030.69140625,3171319545856.0,24308.59765625,3415387668480.0,40794.30859375,3508488110080.0,44573.82421875,3386881605632.0,79586.5859375,3585254621184.0,26399.7578125,59483.95703125,85585.421875,104809.2578125
perseus_032025.2+411300_L_1h,157460501051370387,50.10513907,41.21658411,900.0,7,L,r,31396.3515625,3031377379328.0,nan,nan,nan,nan,nan,nan,nan,nan,79505.96875,138931.390625,139059.28125,169824.21875
perseus_032025.7+420413_M_1h,158480501069275137,50.10690824,42.07035679,900.0,3,M,n,534366.875,3585254621184.0,877485.125,3435895980032.0,1697774.125,3524358045696.0,2126570.0,3577667911680.0,2361130.0,3501386104832.0,528201.75,1237085.375,1841618.625,2584638.75
perseus_032027.5+411609_L_1h,157520501144073761,50.11446383,41.2692745,900.0,0,L,b,146743.796875,3587897556992.0,268806.40625,3526306037760.0,549541.25,3558606897152.0,614723.3125,3572399341568.0,563689.6875,3534760706048.0,175387.875,397741.03125,605341.0625,840232.4375
perseus_032028.6+412920_M_1h,157780501191997244,50.11920243,41.48883303,900.0,1,M,m,1710959.375,3601471897600.0,3435578.25,3605122514944.0,5585214.5,3608112005120.0,7179267.0,3603130744832.0,8921544.0,3588558422016.0,1900203.375,4799545.5,7798297.5,10705322.0
perseus_032029.4+413052_M_1h,157810501222968102,50.12230251,41.51456095,900.0,2,M,m,1275615.0,3588558422016.0,2754734.75,3573057323008.0,4810165.0,3505258233856.0,5279588.5,3557623595008.0,5373781.5,3550095343616.0,1870681.75,4466837.5,6918305.5,9238471.0
perseus_032030.6+411049_M_1h,157410501277707336,50.12769104,41.18038929,900.0,9,M,m,54646.125,3381271199744.0,nan,nan,124864.8984375,3443499204608.0,65584.34375,3630780645376.0,163079.75,2840272568320.0,75857.703125,149142.109375,199526.34375,217169.9375
perseus_032030.9+413032_M_1h,157810501287871371,50.12878965,41.50894924,900.0,1,M,b,2962102.75,3527930544128.0,6470828.5,3617095942144.0,9313654.0,3547153563648.0,13553146.0,3561885794304.0,17059248.0,3599482224640.0,3314363.25,8113342.0,13061717.0,18450148.0
perseus_032031.3+412324_M_1h,157660501306198643,50.13053722,41.39005217,900.0,8,M,m,161540.03125,3544867405824.0,296510.28125,3547807350784.0,542200.625,3549114662912.0,594839.5625,3524358045696.0,512625.0625,3452073410560.0,157906.515625,351236.8125,539510.5625,695024.4375
perseus_032032.1+414531_L_1h,158110501336750808,50.1336808,41.75846188,900.0,2,L,n,1423900.5,3603462619136.0,3115443.25,3589219549184.0,4916318.0,3594181672960.0,6200690.0,3442230951936.0,7534944.5,3533133316096.0,1618825.375,4043893.25,6546362.5,9341141.0
perseus_032032.8+410814_M_1h,157360501365115344,50.13648184,41.13726907,900.0,5,M,m,166081.140625,3550422237184.0,247605.21875,3539321487360.0,419952.8125,3492046438400.0,473456.5625,3532482412544.0,434110.21875,3475041681408.0,184671.734375,381241.09375,568067.375,714496.5625
perseus_032033.1+414356_L_1h,158070501376449378,50.13767793,41.73225455,900.0,5,L,r,846837.8125,3364496080896.0,1528690.5,3327208456192.0,1595585.375,3294276354048.0,1842298.25,3349963079680.0,3075245.75,3547807350784.0,946237.9375,1798042.375,2544486.25,3150647.5
perseus_032034.0+411319_M_1h,157460501414346811,50.14147851,41.22184412,900.0,3,M,m,327552.0625,3520789217280.0,712918.375,3438111883264.0,1234466.75,3503644475392.0,1135324.625,3422000250880.0,1373030.375,3482731675648.0,399576.34375,927256.4375,1381656.25,1898451.625
perseus_032034.0+412247_M_1h,157650501417666141,50.14170972,41.37959008,900.0,9,M,n,45023.58203125,3445720088576.0,106149.9921875,3411929202688.0,183822.890625,3583934201856.0,178352.96875,3576349851648.0,nan,nan,70794.5703125,129300.4296875,172028.171875,233130.75
perseus_032036.7+410800_M_1h,157360501527030572,50.15280333,41.13324232,900.0,9,M,b,121854.015625,3570096930816.0,178829.859375,3575691083776.0,359384.78125,3516576038912.0,304396.40625,3495908081664.0,355140.21875,3258667237376.0,160990.4375,309314.25,440554.53125,504428.8125
perseus_032037.3+414217_M_1h,158040501552506452,50.15521642,41.70482319,900.0,8,M,n,82231.8515625,3478564110336.0,252417.921875,3529230516224.0,449696.84375,3577667911680.0,677017.4375,3580634595328.0,791188.125,3410986532864.0,68992.203125,258940.21875,470327.1875,756485.25
perseus_032038.5+410927_M_1h,157380501603119762,50.16033452,41.15765354,900.0,5,M,m,137771.765625,3424206979072.0,218373.578125,3308263047168.0,391057.3125,3545847300096.0,504289.8125,3543888297984.0,393151.3125,3385322373120.0,158635.34375,316810.625,457508.875,564416.6875
perseus_032038.9+414622_L_1h,158120501621388027,50.16216141,41.7728426,900.0,9,L,r,90506.4296875,3522086567936.0,210494.078125,3555985719296.0,379245.09375,3371941494784.0,431439.3125,3486261968896.0,322492.5625,3497840607232.0,159661.390625,348016.875,524324.0625,698875.75
perseus_032039.0+412704_M_1h,157740501622752118,50.16229499,41.45118856,900.0,3,M,b,431717.46875,3570425921536.0,896190.375,3536063299584.0,1462042.5,3528580399104.0,1956320.75,3463857307648.0,1928411.375,3540299546624.0,570689.25,1303767.375,2036103.375,2810607.25
perseus_032039.6+420043_M_1h,158410501651455083,50.16507263,42.01193297,900.0,0,M,m,144437.65625,3560246083584.0,347535.71875,3537040310272.0,458394.84375,3558279217152.0,562651.4375,3553039482880.0,514280.21875,3564839632896.0,343558.21875,776962.375,1123051.875,1488674.125
perseus_032042.2+412414_M_1h,157680501757575403,50.17576799,41.40396602,900.0,2,M,n,1543262.875,3509134557184.0,2852593.25,3561558114304.0,4299322.5,3554675785728.0,5601187.5,3592857583616.0,7822034.0,3609773998080.0,1819700.125,4902303.5,7805484.0,9754381.0
perseus_032042.7+421203_L_1h,158640501778691738,50.17796593,42.20085519,900.0,9,L,b,111655.4140625,3444451049472.0,197824.453125,3548133982208.0,310084.09375,3558606897152.0,212833.359375,3561885794304.0,94597.515625,3036686843904.0,178813.5625,301162.15625,412287.46875,308176.90625
perseus_032043.0+410240_M_1h,157250501790633833,50.17915565,41.04430467,900.0,3,M,m,109819.6328125,3499451744256.0,194948.515625,3529230516224.0,331435.96875,3540625653760.0,361743.0625,3529880633344.0,355532.6875,3472162291712.0,142429.453125,304228.6875,432514.0625,548024.6875
perseus_032044.6+420150_L_1h,158430501858467480,50.18579543,42.03054884,900.0,5,L,n,42352.56640625,3106275852288.0,nan,nan,83652.7421875,3207155417088.0,97292.6640625,3437162135552.0,nan,nan,80686.3984375,181300.921875,301439.34375,289734.0
perseus_032046.0+414406_L_1h,158080501916432567,50.19165063,41.73492857,900.0,5,L,r,1170899.625,3625767927808.0,2516284.5,3546500300800.0,4369982.0,3605454389248.0,5637416.5,3577338396672.0,6294479.0,3588558422016.0,1502449.375,3671130.75,5796954.5,8180878.0
perseus_032046.4+413602_L_1h,157920501931371418,50.19310082,41.60053114,900.0,9,L,r,97355.390625,3495586168832.0,204738.828125,3308872269824.0,387471.90625,3478564110336.0,363881.4375,3344105996288.0,391057.3125,3359541559296.0,30760.935546875,66069.3046875,93756.2421875,109647.828125
perseus_032046.7+410609_M_1h,157320501944453526,50.19437336,41.10236328,900.0,9,M,n,202190.359375,3515280785408.0,374248.25,3557951537152.0,582854.625,3600476798976.0,745555.5,3577997164544.0,506244.21875,3476642332672.0,363412.28125,773392.0,1140775.125,1368988.625
perseus_032047.2+412703_M_1h,157740501967721531,50.19680931,41.45076459,900.0,7,M,m,28410.53125,3503966912512.0,30777.9609375,3497518432256.0,48932.74609375,3377847336960.0,39825.40234375,3000544264192.0,nan,nan,72376.9296875,117923.2734375,184501.484375,158927.875
perseus_032048.4+403318_L_1h,156660502016476674,50.20173009,40.5549922,900.0,7,L,r,28028.505859375,3612767420416.0,54460.328125,3537040310272.0,72330.296875,3429572542464.0,39642.39453125,2885094211584.0,nan,nan,71055.8359375,124508.6953125,146419.828125,224698.28125
perseus_032049.3+412214_M_1h,157640502054815457,50.20548428,41.37067649,900.0,2,M,n,3601471.75,3571083640832.0,8021946.5,3615097618432.0,12053692.0,3476322254848.0,14739407.0,3512044617728.0,20139098.0,3562542202880.0,3584264.5,9523572.0,15545329.0,21144632.0
perseus_032049.6+413754_L_1h,157950502064538645,50.20650074,41.63167078,900.0,0,L,b,142154.171875,3560574025728.0,333764.34375,3505903894528.0,456163.0625,3546500300800.0,515988.34375,3440012427264.0,443077.46875,3472162291712.0,176685.15625,389762.34375,585058.9375,783429.0
perseus_032050.2+415425_L_1h,158280502093179115,50.2092764,41.90702278,900.0,3,L,b,48145.98046875,3486582833152.0,110947.96875,3594843586560.0,192061.21875,3589219549184.0,262687.78125,3558279217152.0,272998.15625,3530531012608.0,80835.0078125,246149.90625,425010.75,643280.25
perseus_032050.7+413602_L_1h,157920502112591147,50.21126909,41.60041647,900.0,1,L,n,4289430.5,3626435870720.0,nan,nan,nan,nan,19678850.0,3602798870528.0,25311618.0,3587897556992.0,4301301.0,10954687.0,17782798.0,25141996.0
perseus_032053.7+404101_L_1h,156820502237011066,50.22370957,40.68370645,900.0,5,L,r,482836.1875,3586906128384.0,899000.125,3585584922624.0,1396239.75,3528905457664.0,1758085.625,3592857583616.0,1835860.875,3511074160640.0,432912.1875,968278.125,1514955.75,2087373.625
perseus_032053.9+422720_M_1h,158940502245317466,50.22444941,42.45561908,900.0,5,M,m,nan,nan,138458.71875,3514633289728.0,nan,nan,nan,nan,nan,nan,163681.578125,263754.5,336666.4375,394094.34375
perseus_032054.0+414725_L_1h,158140502249529103,50.22502989,41.79051228,900.0,3,L,r,nan,nan,nan,nan,234530.734375,3068456861696.0,744457.75,3630111916032.0,717661.9375,3602135121920.0,221819.53125,449986.78125,704044.4375,945365.6875
perseus_032054.1+422401_L_1h,158880502254701034,50.22543601,42.40031798,900.0,5,L,r,200004.5,3576679366656.0,298785.8125,3490438709248.0,372940.96875,3468007571456.0,420146.03125,3578656456704.0,437683.4375,3534760706048.0,248656.828125,407005.375,503037.25,621726.9375
perseus_032054.6+411549_M_1h,157510502273347050,50.22751019,41.26360346,900.0,6,M,b,133659.6875,3481128140800.0,285128.125,3422000250880.0,373250.25,3477603090432.0,234617.265625,3468965707776.0,299198.78125,2966470262784.0,217370.3125,379839.3125,501187.09375,645059.75
perseus_032054.9+422510_M_1h,158900502288354004,50.22883335,42.41942458,900.0,5,M,m,68492.0234375,3524682579968.0,138880.140625,3478564110336.0,293035.3125,3604126367744.0,329154.53125,3540299546624.0,409110.21875,3545194037248.0,85901.2734375,257039.53125,411149.65625,622874.125
perseus_032056.2+420917_L_1h,158580502341156251,50.23420755,42.15476628,900.0,5,L,b,nan,nan,158416.375,3560246083584.0,227845.4375,3522086567936.0,274789.5625,3630780645376.0,238012.546875,3448260263936.0,390121.125,844889.375,1250834.875,1531792.0
perseus_032057.1+421547_L_1h,158710502378926349,50.23777688,42.26307626,900.0,9,L,r,142521.28125,3543561928704.0,278176.09375,3394689302528.0,506710.78125,3541277868032.0,609704.8125,3562870407168.0,427680.84375,3497840607232.0,208352.90625,464301.5,683596.5,937562.4375
perseus_032057.8+413023_M_1h,157800502408298229,50.24085114,41.50633559,900.0,2,M,n,2979341.0,3596830900224.0,6583245.5,3600808411136.0,10535128.0,3585915224064.0,13642051.0,3567138897920.0,22186046.0,3608444403712.0,3011618.0,8332978.5,13715130.0,19897570.0
perseus_032057.9+415338_L_1h,158270502413073259,50.24131226,41.89383914,900.0,1,L,r,nan,nan,nan,nan,nan,nan,nan,nan,19054600.0,3464814657536.0,4337105.5,12044815.0,21697020.0,32991328.0
perseus_032058.5+403445_L_1h,156690502438985673,50.24386611,40.57910931,900.0,3,L,r,178648.734375,3570754650112.0,349430.09375,3445720088576.0,557802.0,3514309541888.0,594072.625,3528580399104.0,415221.65625,3374426882048.0,254917.59375,527230.0625,733162.25,929822.5
perseus_032058.8+413634_M_1h,157930502450922006,50.24507318,41.60939983,900.0,9,M,m,121551.3515625,3495586168832.0,256472.046875,3468646416384.0,364452.0,3522735374336.0,443445.40625,3449848332288.0,431122.0625,3423576260608.0,171869.96875,379140.5625,574910.5,713181.4375
perseus_032059.5+422101_M_1h,158820502477880776,50.2479104,42.35020073,900.0,9,M,m,71390.453125,3338258874368.0,130701.2265625,3166649712640.0,168562.109375,3488189251584.0,184909.921875,3609441599488.0,262712.28125,3166066442240.0,114182.515625,232916.328125,314484.8125,327793.09375
perseus_032100.4+413345_M_1h,157870502517105604,50.25171975,41.5624576,900.0,3,M,m,3234745.0,3610439057408.0,7103618.0,3605122514944.0,11201592.0,3588888723456.0,13642051.0,3603462619136.0,17199664.0,3577008881664.0,3081765.75,7819878.5,12659015.0,18862514.0
perseus_032100.6+405515_L_1h,157100502526775606,50.2526981,40.92084981,900.0,9,L,r,107507.765625,3480166334464.0,193909.953125,3551403442176.0,331069.71875,3501708541952.0,384556.40625,3573386575872.0,384874.90625,3490438709248.0,63386.921875,161584.546875,224491.640625,265704.8125
perseus_032101.4+404752_M_1h,156950502555987961,50.25560233,40.79777389,900.0,4,M,m,2927655.0,3613765926912.0,5743281.5,3602466996224.0,9830146.0,3542909190144.0,11909119.0,3527280689152.0,15784829.0,3590542065664.0,4051354.75,10036906.0,15703634.0,21857482.0
perseus_032102.2+412434_L_1h,157690502592751991,50.25928837,41.40946231,900.0,2,L,r,2194824.25,3603794231296.0,4847522.0,3607447470080.0,6470828.5,3590542065664.0,8255816.5,3600145186816.0,11792341.0,3480807538688.0,2468311.0,6211551.5,10036906.0,14441087.0
perseus_032103.6+422018_M_1h,158800502650146556,50.26500863,42.33821296,900.0,5,M,b,114847.015625,3563198349312.0,251535.65625,3527605485568.0,411036.34375,3588888723456.0,520666.34375,3558279217152.0,555340.5,3568124559360.0,163230.046875,401051.375,646248.5625,948854.5
perseus_032104.2+413320_L_1h,157860502676437385,50.26764054,41.55561524,900.0,2,L,n,1309422.5,3611769438208.0,2758799.75,3587236429824.0,4517307.5,3593850585088.0,5921067.0,3611104116736.0,6488130.0,3583274123264.0,1454788.75,3564508.5,5592418.5,8009397.0
perseus_032104.2+414748_L_1h,158150502674756584,50.26757952,41.79662301,900.0,6,L,n,140410.625,3586575826944.0,267892.4375,3571083640832.0,342389.3125,3489474281472.0,327491.625,3460350083072.0,319065.34375,3131266301952.0,177174.109375,287342.5,418793.84375,487528.28125
perseus_032104.4+405717_M_1h,157140502683336277,50.26832603,40.95472478,900.0,3,M,m,973285.6875,3557623595008.0,2090642.0,3588558422016.0,3230280.5,3556313399296.0,4191020.25,3570096930816.0,4470125.0,3461306122240.0,1301367.5,2956650.5,4608929.5,6280582.5
perseus_032104.9+420115_M_1h,158420502705455870,50.27052372,42.02094537,900.0,5,M,b,165150.296875,3585915224064.0,273980.65625,3554348367872.0,373869.15625,3596168200192.0,426736.625,3582284005376.0,408846.1875,3450484031488.0,165958.640625,301162.15625,395548.71875,458774.9375
perseus_032106.1+413212_L_1h,157840502753834686,50.2752944,41.53677765,900.0,3,L,r,153150.953125,3584924581888.0,249919.15625,3343489695744.0,552993.6875,3484656861184.0,545557.25,3370388815872.0,456709.3125,3442865340416.0,195704.265625,442181.3125,654033.5,819596.4375
perseus_032106.4+415918_M_1h,158380502768386838,50.27668254,41.98837048,900.0,6,M,b,50736.43359375,3441913757696.0,54395.12890625,3351814602752.0,120171.015625,3358613569536.0,nan,nan,nan,nan,127526.3515625,268410.90625,373938.125,422669.09375
perseus_032108.8+413819_M_1h,157960502863876836,50.28641301,41.63849553,900.0,4,M,b,123948.09375,3530205691904.0,325896.53125,3545847300096.0,619098.1875,3568453287936.0,805897.1875,3573386575872.0,804340.4375,3548787507200.0,160842.015625,500726.15625,818087.8125,1200051.375
perseus_032108.9+411511_M_1h,157500502869204265,50.28693992,41.25302024,900.0,3,M,n,588898.0625,3622763757568.0,2008907.75,3606118662144.0,3013559.5,3595174674432.0,3897623.25,3595506024448.0,4406769.0,3593850585088.0,1076465.5,2551525.25,3912011.75,5415016.0
perseus_032113.8+412010_L_1h,157600503073253946,50.3074473,41.33608013,900.0,0,L,n,158576.828125,3526955892736.0,311285.84375,3565496565760.0,514138.5,3544867405824.0,629159.125,3539973439488.0,576395.125,3553366638592.0,162181.046875,373594.25,567544.9375,784151.875
perseus_032115.4+404825_M_1h,156960503141778869,50.31409506,40.80690016,900.0,5,M,b,83491.0625,3528580399104.0,114287.875,3589880676352.0,156819.25,3489795670016.0,155668.15625,3537365893120.0,129514.984375,2800012754944.0,120670.2578125,192663.796875,257988.125,301717.15625
perseus_032118.3+403738_M_1h,156750503263043391,50.32632398,40.62729891,900.0,3,M,b,1861572.25,3562870407168.0,3960228.5,3620762288128.0,6671135.0,3545847300096.0,8145546.5,3595174674432.0,9296511.0,3602466996224.0,2365918.0,5592418.5,8464474.0,11912415.0
perseus_032119.4+412456_M_1h,157690503307689374,50.33073997,41.41560679,900.0,9,M,b,104983.1640625,3554348367872.0,228433.578125,3533458636800.0,360279.65625,3518519836672.0,363713.65625,3453027352576.0,319153.96875,3428625154048.0,111173.1875,249114.828125,382296.125,513333.59375
perseus_032119.9+405943_M_1h,157190503327524700,50.33283754,40.99505614,900.0,9,M,b,50507.99609375,3506226855936.0,102103.3359375,3337951379456.0,180086.171875,3477282750464.0,152714.375,3468326862848.0,175840.796875,3231171477504.0,82946.765625,202301.84375,296483.28125,268658.28125
perseus_032120.8+412736_M_1h,157750503368192689,50.33682752,41.46004109,900.0,4,M,m,4447951.5,3590872629248.0,nan,nan,nan,nan,19489458.0,3545520668672.0,25355956.0,3574374072320.0,4321158.5,11066232.0,17029438.0,25258066.0
perseus_032121.4+410129_L_1h,157230503390840182,50.33915024,41.02462409,900.0,2,L,n,507738.25,3581624188928.0,1052931.125,3587566993408.0,1639229.375,3553693794304.0,2077781.375,3592857583616.0,1631698.375,3405963591680.0,904481.125,1989757.125,2921461.0,3777461.25
perseus_032124.3+404615_L_1h,156920503511605545,50.35117312,40.7707144,900.0,3,L,r,419140.21875,3493976866816.0,782707.625,3570425921536.0,1228116.875,3561885794304.0,1523210.25,3428309270528.0,1751457.875,3591865106432.0,521434.65625,1016716.375,1412538.125,1931967.625
