ob_code,obj_id,ra,dec,exptime,priority,resolution,reference_arm,g_ps1,g_ps1_error,r_ps1,r_ps1_error,i_ps1,i_ps1_error,z_ps1,z_ps1_error,y_ps1,y_ps1_error,g_sdss,r_sdss,i_sdss,z_sdss
perseus_032124.3+410809_M_1h,157360503513713671,50.35139563,41.13585382,900.0,2,M,b,244590.84375,3582284005376.0,483949.6875,3474081447936.0,771826.875,3570096930816.0,889037.0625,3566481702912.0,743978.125,3550095343616.0,492492.4375,1099511.375,1584892.75,2083531.375
perseus_032124.5+413905_L_1h,157980503519942311,50.35211153,41.65138974,900.0,3,L,b,289974.28125,3557623595008.0,633694.5625,3577008881664.0,996046.5,3431152484352.0,1173816.375,3520140410880.0,913607.625,3510104227840.0,333887.5,809096.0,1267068.125,1709228.25
perseus_032125.8+405419_L_1h,157080503574127003,50.35746356,40.90529259,900.0,7,L,b,28768.626953125,3038925029376.0,49879.3046875,3410358173696.0,31862.529296875,3279744401408.0,39759.4296875,3001373163520.0,nan,nan,113867.40625,127409.0703125,118140.875,141253.8125
perseus_032127.7+404806_L_1h,156960503654102659,50.36545294,40.80169091,900.0,2,L,b,2041361.5,3520789217280.0,6355061.0,3389378002944.0,7279141.0,3602798870528.0,12750283.0,3452073410560.0,12354918.0,3613765926912.0,4821697.5,11376268.0,18501186.0,25633018.0
perseus_032127.8+412257_M_1h,157650503659999580,50.36601418,41.38243728,900.0,3,M,m,264094.71875,3567796092928.0,539361.9375,3543235559424.0,971404.5625,3550422237184.0,1144773.875,3585584922624.0,1078747.875,3487546474496.0,529175.75,1205590.25,1995263.5,2481988.5
perseus_032127.9+405220_M_1h,157040503661127320,50.36614163,40.87223113,900.0,5,M,m,1027447.9375,3562870407168.0,1887469.375,3582284005376.0,2665138.5,3577997164544.0,3261972.25,3587566993408.0,3401262.25,3539973439488.0,1153451.625,2175704.25,3203318.0,4085074.25
perseus_032128.8+413213_L_1h,157840503699994967,50.37002642,41.53693926,900.0,2,L,n,1889209.0,3588558422016.0,3604458.25,3588888723456.0,5758638.0,3567138897920.0,8185397.0,3522410840064.0,11279233.0,3566481702912.0,2470585.75,6367955.0,10157802.0,14401247.0
perseus_032129.4+415349_L_1h,158270503722896961,50.37228668,41.89689697,900.0,3,L,n,166126.90625,3347187499008.0,303948.21875,3582944083968.0,525242.5,3491081748480.0,622242.5625,3507518701568.0,609031.75,3504289611776.0,170137.375,380539.78125,587218.625,796526.75
perseus_032131.3+413251_L_1h,157850503802657593,50.3802776,41.54744212,900.0,0,L,b,461190.59375,3599482224640.0,962055.5625,3607779868672.0,1434300.5,3599813574656.0,1783034.375,3609441599488.0,2001705.875,3583274123264.0,492946.875,1116861.875,1682673.75,2297205.75
perseus_032133.3+411015_L_1h,157400503886475813,50.38874394,41.17096458,900.0,6,L,r,84255.765625,3524358045696.0,81801.3203125,3443816660992.0,110438.3671875,3443499204608.0,107537.5234375,3220178993152.0,148579.859375,2947677945856.0,90448.109375,139315.578125,187068.375,195343.8125
perseus_032133.6+405022_M_1h,157000503900197953,50.39006865,40.83945008,900.0,5,M,n,100581.96875,3123201703936.0,912262.5,3460668588032.0,1474482.875,3259267547136.0,1701060.0,3261670096896.0,2457648.0,3542256451584.0,537031.3125,1370250.25,1855238.75,3404083.0
perseus_032133.7+411803_M_1h,157560503901671737,50.39019661,41.30091745,900.0,3,M,n,248473.421875,3523059646464.0,458268.53125,3392188710912.0,820955.4375,3581954228224.0,869681.4375,3510104227840.0,939636.875,3451437449216.0,353834.40625,838687.6875,1247382.875,1612873.0
perseus_032133.8+413751_L_1h,157950503907517824,50.39077829,41.63099058,900.0,9,L,n,116198.34375,3445085700096.0,216371.421875,3567138897920.0,346098.65625,3555330883584.0,383389.03125,3572399341568.0,385584.65625,3462262685696.0,150938.546875,314774.65625,464301.5,555136.9375
perseus_032134.2+404321_M_1h,156860503926737475,50.39269143,40.7223786,900.0,2,M,m,2003917.875,3605786525696.0,3853006.75,3555003203584.0,6963053.5,3604458242048.0,8753066.0,3617095942144.0,9710462.0,3598487650304.0,2309935.5,5420012.0,8188417.5,11386753.0
perseus_032134.2+413022_L_1h,157800503925108077,50.39253639,41.50615372,900.0,4,L,r,2676701.75,3572070350848.0,6260369.0,3598819000320.0,8627396.0,3584924581888.0,16877954.0,3589219549184.0,22212636.0,3575362093056.0,3311308.0,8912507.0,14914211.0,23746518.0
perseus_032134.3+415605_L_1h,158320503926872381,50.39274359,41.93479126,900.0,8,L,r,138982.359375,3540299546624.0,318273.1875,3562213998592.0,543951.25,3461624889344.0,746036.1875,3553366638592.0,949029.5,3566153236480.0,136019.078125,422669.09375,696306.125,1045202.375
perseus_032134.8+422405_L_1h,158880503950392343,50.39482728,42.40142695,900.0,0,L,b,210590.9375,3557951537152.0,531765.875,3614764433408.0,776675.8125,3577997164544.0,1101132.75,3563526815744.0,1172626.125,3579975041024.0,277715.28125,780548.4375,1230269.375,1833157.875
perseus_032135.9+414158_L_1h,158040503997470006,50.39959932,41.69951935,900.0,9,L,n,37872.12109375,3360779403264.0,62574.82421875,3516252028928.0,105720.6875,3505580933120.0,109708.40625,3522410840064.0,124784.3203125,3376292036608.0,43571.23046875,83176.3125,119894.78125,146825.03125
perseus_032136.5+412334_M_1h,157670504019012016,50.40191522,41.39281301,900.0,2,M,m,nan,nan,nan,nan,nan,nan,nan,nan,36748532.0,3457482752000.0,6792034.0,17668516.0,28106072.0,37844272.0
perseus_032137.9+412254_M_1h,157650504077708682,50.40793845,41.38159584,900.0,9,M,m,38947.53125,3223739957248.0,179142.921875,3613765926912.0,295446.96875,3549441294336.0,379349.625,3499129307136.0,250495.515625,3471522660352.0,9638.2861328125,25118.873046875,35645.0859375,50118.70703125
perseus_032138.5+411344_L_1h,157470504103355268,50.41043479,41.22886808,900.0,5,L,r,31358.8671875,3383451975680.0,51765.4375,3493333303296.0,81929.40625,3494942343168.0,77918.359375,3323227013120.0,116519.90625,3426099920896.0,43611.3828125,78270.765625,110255.3046875,124968.1875
perseus_032140.0+412138_L_1h,157630504165473311,50.4165569,41.36056269,900.0,2,L,b,nan,nan,nan,nan,nan,nan,nan,nan,37054428.0,3580964372480.0,9179100.0,24344442.0,39774060.0,55616064.0
perseus_032142.2+420554_L_1h,158510504258148789,50.42578843,42.09842413,900.0,3,L,n,836681.6875,3566810431488.0,1785663.75,3576349851648.0,2947675.25,3583274123264.0,3651910.5,3593850585088.0,4095245.75,3574374072320.0,1105604.125,2610959.25,4025318.75,5701638.0
perseus_032142.9+420251_M_1h,158450504286047778,50.42854428,42.04754856,900.0,3,M,b,390732.84375,3541603975168.0,881859.4375,3585584922624.0,1291457.875,3543888297984.0,1829952.5,3611769438208.0,1376322.25,3493976866816.0,403645.40625,941889.6875,1462850.125,1978789.875
perseus_032143.8+422103_M_1h,158820504324201859,50.4324067,42.35098463,900.0,5,M,n,1697462.875,3574703587328.0,3542581.25,3586906128384.0,5909078.0,3522410840064.0,6379698.0,3349345730560.0,5410528.5,3463219249152.0,2329163.5,5430001.0,8188417.5,11376268.0
perseus_032145.1+405744_M_1h,157150504379995582,50.43786618,40.96235166,900.0,7,M,m,76299.1640625,3500096618496.0,130064.8984375,3630780645376.0,67951.671875,2921729622016.0,113417.46875,3265878294528.0,172886.125,3172196155392.0,128943.6015625,202674.890625,252813.4375,310741.84375
perseus_032145.2+412244_M_1h,157650504383555322,50.43836532,41.37884553,900.0,3,M,m,28618.03515625,3412557561856.0,100202.796875,3559262519296.0,207453.078125,3548787507200.0,273350.25,3565496565760.0,335305.1875,3478243770368.0,39810.71484375,162929.421875,293764.96875,424619.4375
perseus_032145.6+413231_M_1h,157850504399791060,50.43989054,41.54200514,900.0,3,M,b,304424.8125,3564182962176.0,663070.9375,3554348367872.0,1031621.25,3576020598784.0,964272.0625,3469285261312.0,1410456.75,3560574025728.0,382296.125,862978.4375,1303767.375,1647402.875
perseus_032153.3+413341_L_1h,157870504718824514,50.47200023,41.56143624,900.0,5,L,b,136106.765625,3630780645376.0,103685.8515625,3502999076864.0,253186.21875,3508488110080.0,201261.015625,3520140410880.0,297961.59375,3398756204544.0,144677.0,380188.96875,524807.3125,498883.9375
perseus_032155.1+404905_M_1h,156980504794692058,50.47952183,40.81786657,900.0,5,M,b,60217.046875,3577338396672.0,80300.71875,3468326862848.0,106935.0390625,3554021212160.0,112626.25,3563198349312.0,149568.46875,3109138202624.0,86856.0234375,129658.109375,165348.421875,177337.203125
perseus_032156.4+411754_M_1h,157550504849158630,50.4849321,41.29836231,900.0,2,M,b,502851.71875,3557295915008.0,1268235.875,3542909190144.0,1554676.375,3587897556992.0,2091799.125,3537365893120.0,2163714.25,3588558422016.0,470327.1875,1061695.75,1523350.625,2039858.0
perseus_032157.3+404844_L_1h,156970504888885120,50.48892414,40.81208485,900.0,7,L,b,319007.1875,3607779868672.0,453606.9375,3561885794304.0,626960.0,3592857583616.0,690303.1875,3572399341568.0,684541.375,3521113227264.0,349301.21875,508627.125,672357.1875,776247.875
perseus_032157.4+421221_M_1h,158640504890817817,50.48910747,42.2059185,900.0,0,M,m,183856.796875,3527280689152.0,544954.375,3607779868672.0,963385.3125,3555658301440.0,1362449.25,3586245525504.0,1484156.75,3580964372480.0,273652.96875,879021.25,1479107.25,2286651.75
perseus_032158.5+413446_L_1h,157890504937575835,50.4937428,41.57930704,900.0,6,L,b,121652.15625,3531831771136.0,103019.515625,3479845732352.0,344635.3125,3500741230592.0,247970.59375,3441913757696.0,293413.28125,3313752080384.0,193909.953125,429338.375,662521.4375,787770.25
perseus_032159.0+411633_M_1h,157530504958911494,50.49601965,41.275686,900.0,5,M,m,55294.2109375,3613100343296.0,90123.953125,3445720088576.0,138140.140625,3486582833152.0,135281.984375,3318638968832.0,122675.96875,3522410840064.0,87498.375,156747.109375,201743.53125,230356.328125
perseus_032159.3+414706_M_1h,158140504969602669,50.49705203,41.78498189,900.0,9,M,n,39413.0234375,3314057478144.0,87530.65625,3432732950528.0,113961.953125,3348729167872.0,121966.3125,3538017845248.0,162584.875,3582944083968.0,84800.734375,180301.625,264727.875,347056.4375
perseus_032202.6+415825_L_1h,158360505108848851,50.5108954,41.97349562,900.0,2,L,r,nan,nan,nan,nan,8041930.0,3597493600256.0,9850080.0,3589880676352.0,12286832.0,3555985719296.0,2292980.0,5664996.5,9170638.0,12647359.0
perseus_032202.9+405150_M_1h,157030505120657334,50.51210798,40.8639064,900.0,1,M,b,8372974.5,3607115071488.0,nan,nan,nan,nan,nan,nan,48874220.0,3546827194368.0,8677604.0,23014422.0,37497296.0,50396432.0
perseus_032204.0+414950_M_1h,158190505166267195,50.51654981,41.83066532,900.0,7,M,m,nan,nan,101774.7265625,3509457518592.0,nan,nan,97382.21875,3408788193280.0,204946.421875,2833740201984.0,112512.296875,172663.421875,223460.015625,252347.8125
perseus_032204.5+405656_L_1h,157130505186189178,50.51865288,40.94875783,900.0,5,L,b,21216.794921875,3542582820864.0,35334.6015625,3146299211776.0,54837.80078125,3431784513536.0,43203.609375,3289728155648.0,nan,nan,60813.4296875,86297.84375,114709.65625,38476.8828125
perseus_032204.5+413711_M_1h,157940505187404470,50.51884595,41.61983845,900.0,5,M,m,62528.8125,3165191667712.0,135893.984375,3374737522688.0,199049.125,3512044617728.0,275295.65625,3440012427264.0,362777.21875,3538343690240.0,52191.4609375,157325.578125,246831.078125,389403.4375
perseus_032205.1+421020_M_1h,158600505212157448,50.52121674,42.17218602,900.0,5,M,m,471845.78125,3606782935040.0,4830143.5,3573715828736.0,4492832.5,3439061893120.0,7535639.5,3024405397504.0,8864210.0,3559590199296.0,2488857.0,4613176.5,6854875.0,9908317.0
perseus_032205.4+415236_M_1h,158250505222532656,50.52239137,41.87658682,900.0,9,M,m,74083.171875,3529880633344.0,109274.7734375,3466729881600.0,194106.578125,3511074160640.0,142560.875,3591203454976.0,186654.96875,3337644146688.0,114182.515625,207969.625,285233.3125,299502.15625
perseus_032206.5+410455_M_1h,157290505271058804,50.52719279,41.08181584,900.0,3,M,b,169262.234375,3484977725440.0,343051.96875,3447307370496.0,509236.71875,3416961056768.0,524517.5625,3492368089088.0,372872.15625,3479205052416.0,361076.8125,771259.3125,1101539.125,1323121.5
perseus_032207.2+404738_L_1h,156950505299253292,50.53002716,40.79382112,900.0,5,L,r,217010.21875,3532482412544.0,329883.21875,3521113227264.0,481947.96875,3528580399104.0,503500.28125,3559262519296.0,510645.96875,3452073410560.0,240768.9375,400313.625,579695.4375,675460.4375
perseus_032208.1+410429_M_1h,157290505337330479,50.5337743,41.07477097,900.0,5,M,m,180767.234375,3544541036544.0,323981.40625,3583274123264.0,544502.8125,3525656707072.0,646189.6875,3523708715008.0,657051.4375,3523384442880.0,139701.109375,332659.84375,518560.53125,589385.75
perseus_032209.1+412703_L_1h,157740505378061563,50.53781688,41.45076004,900.0,3,L,r,971404.5625,3555330883584.0,2078545.625,3529230516224.0,3395001.5,3611436777472.0,4244241.0,3564839632896.0,4688999.5,3575691083776.0,1204481.5,2948490.75,4583530.5,6450597.5
perseus_032209.9+414338_M_1h,158070505410453449,50.54110618,41.72734838,900.0,5,M,m,984827.375,3561229910016.0,2441406.25,3438111883264.0,3748350.5,3492368089088.0,4993437.5,3545194037248.0,3181851.5,3456209256448.0,1668782.75,4014210.0,6020045.0,8503542.0
perseus_032211.6+404337_M_1h,156870505483922788,50.54840532,40.72678783,900.0,5,M,n,2786376.5,3190362210304.0,5010484.5,3100844490752.0,9379073.0,3463857307648.0,12971793.0,3616096387072.0,11823884.0,3551403442176.0,5470159.5,12705732.0,19897570.0,26865828.0
perseus_032213.9+405714_L_1h,157140505578225500,50.55781441,40.95396596,900.0,9,L,b,88903.703125,3630780645376.0,87627.390625,3629108953088.0,215417.09375,3516900048896.0,243601.375,3381582626816.0,182087.328125,3391251546112.0,198061.34375,440961.0,636208.4375,783429.0
perseus_032215.2+415822_L_1h,158360505635248153,50.56342122,41.97295862,900.0,9,L,r,73600.3671875,3517224058880.0,177092.625,3527930544128.0,281164.4375,3466410590208.0,347280.1875,3542256451584.0,316664.90625,3502031241216.0,191955.40625,416485.5,616026.625,757181.5625
perseus_032216.9+413309_M_1h,157860505702923601,50.57028224,41.55248488,900.0,9,M,n,204833.03125,3517224058880.0,403013.90625,3547807350784.0,724702.8125,3574374072320.0,966674.1875,3538669535232.0,803674.0,3552712065024.0,366437.75,859012.75,1276438.75,1701373.875
perseus_032219.3+412643_M_1h,157730505802115122,50.58022338,41.44539354,900.0,3,M,m,961523.3125,3613433004032.0,2262768.25,3612767420416.0,3538017.5,3610106396672.0,4573406.0,3615430279168.0,5222998.5,3609109200896.0,1189050.125,2967562.0,4724979.5,6842265.0
perseus_032219.9+410853_M_1h,157370505828168343,50.58286371,41.14805667,900.0,2,M,m,674340.75,3612434759680.0,1403329.5,3352432214016.0,2313768.25,3494298517504.0,2726716.0,3482090209280.0,2333458.5,3366355730432.0,1202263.125,2797691.5,4184082.5,4920395.0
perseus_032219.9+411519_M_1h,157500505828436976,50.58284445,41.25529881,900.0,5,M,n,708271.5,3608444403712.0,1489908.75,3594512760832.0,2223513.5,3506549817344.0,2610959.25,3533133316096.0,2425937.75,3501063667712.0,922145.5625,2097007.75,3093142.25,4277597.0
perseus_032221.7+411430_L_1h,157490505904930542,50.59050614,41.24158671,900.0,5,L,n,1074681.125,3582284005376.0,2604951.75,3590211239936.0,4432818.5,3504612573184.0,5075978.5,3565496565760.0,4199523.5,3566153236480.0,2403255.0,5754397.0,8765963.0,11555800.0
perseus_032222.3+411212_M_1h,157440505930544398,50.5930916,41.20321403,900.0,9,M,n,134722.28125,3496229994496.0,235353.34375,3584263979008.0,412401.09375,3587236429824.0,456667.75,3531506450432.0,417100.09375,3480807538688.0,182473.59375,391200.75,576501.5,752315.625
perseus_032224.3+421722_M_1h,158740506011147946,50.60119854,42.28938661,900.0,5,M,m,916474.0,3587566993408.0,1982258.125,3607779868672.0,3189480.0,3618428420096.0,4138853.0,3594181672960.0,5199002.5,3582614044672.0,841782.8125,2000782.875,3302173.25,4803963.0
perseus_032224.5+412847_M_1h,157770506018956469,50.60189308,41.47985773,900.0,2,M,m,3159949.25,3501708541952.0,7037198.0,3617428865024.0,9966898.0,3523384442880.0,15667501.0,3600476798976.0,18028500.0,3488831766528.0,3227004.75,8009397.0,13243410.0,19462556.0
perseus_032225.3+412556_M_1h,157710506055309378,50.60532212,41.4322951,900.0,3,M,m,174453.71875,3479845732352.0,391380.75,3448895438848.0,655722.5,3550095343616.0,820125.6875,3564511428608.0,589765.75,3420109668352.0,254682.859375,584520.8125,797993.8125,1170576.875
perseus_032227.1+411941_L_1h,157590506126514567,50.61271802,41.32822214,900.0,5,L,n,613028.125,3570425921536.0,1160592.25,3591534280704.0,1696680.25,3501708541952.0,1752265.75,3500096618496.0,1266600.75,3454936023040.0,1411237.5,2532793.5,3338875.0,4285485.5
perseus_032227.3+415615_L_1h,158320506136295672,50.61363678,41.93753962,900.0,3,L,r,155868.9375,3495908081664.0,397118.34375,3596168200192.0,647202.1875,3606782935040.0,899745.6875,3567467364352.0,923506.3125,3523708715008.0,184841.71875,512861.5,827942.6875,1265902.75
perseus_032227.9+421626_L_1h,158720506161009407,50.61618193,42.27402013,900.0,5,L,b,723635.75,3594512760832.0,1473397.0,3585584922624.0,2047199.5,3530856071168.0,2647767.0,3605786525696.0,3338259.25,3532482412544.0,729793.125,1513560.875,2443428.25,3372872.75
perseus_032229.2+415631_L_1h,158330506214530917,50.62156032,41.94185758,900.0,5,L,n,223460.015625,3551730597888.0,369351.6875,3559590199296.0,502434.5,3562213998592.0,601838.625,3595506024448.0,633577.625,3561229910016.0,13931.556640625,36643.7734375,138038.5625,180301.625
perseus_032230.1+420213_L_1h,158440506249595027,50.62527509,42.03699804,900.0,3,L,r,177467.90625,3404395446272.0,451564.125,3594512760832.0,693171.0,3561558114304.0,752730.375,3569768202240.0,599625.75,3544541036544.0,247742.0,559757.3125,842557.6875,1127196.5
perseus_032231.3+404901_L_1h,156980506305960881,50.63062615,40.8168525,900.0,0,L,r,3284278.5,3621429182464.0,nan,nan,nan,nan,14038472.0,3570754650112.0,18068410.0,3504935272448.0,4381272.0,10934523.0,17522658.0,23856118.0
perseus_032231.8+411653_M_1h,157530506324778289,50.63243426,41.28124954,900.0,9,M,m,66136.296875,3449848332288.0,142102.046875,3458438266880.0,208949.0,3416646221824.0,219462.1875,3492046438400.0,267571.4375,3594843586560.0,130376.734375,279254.5,408131.71875,529175.75
perseus_032233.3+414731_M_1h,158150506387141083,50.63862771,41.79213658,900.0,9,M,m,nan,nan,nan,nan,315994.59375,3630780645376.0,269128.59375,3502353678336.0,209160.390625,3199484559360.0,99724.046875,225112.875,344508.59375,445041.34375
perseus_032235.4+412357_L_1h,157670506476429730,50.64764345,41.39922205,900.0,5,L,r,1133444.0,3550749392896.0,1998387.875,3366975700992.0,2974402.25,3563855020032.0,4236429.0,3558606897152.0,4234475.5,3537692000256.0,854279.8125,2299323.0,2376840.25,3777461.25
perseus_032238.5+412225_L_1h,157640506604408985,50.66043245,41.37366179,900.0,9,L,r,188973.171875,3603130744832.0,383707.0,3305826156544.0,725103.1875,3543888297984.0,850824.8125,3500096618496.0,505032.84375,3419794571264.0,294849.09375,652828.875,976337.0625,1298973.625
perseus_032238.6+415311_L_1h,158260506607104289,50.66092513,41.88639566,900.0,5,L,r,166126.90625,3569439473664.0,358856.0625,3587897556992.0,533924.125,3545520668672.0,680769.75,3473121738752.0,686562.375,3428940775424.0,190545.984375,422279.4375,667420.5,934974.9375
perseus_032239.9+415330_M_1h,158270506661310709,50.6662701,41.89166442,900.0,5,M,b,113438.390625,3571412631552.0,202712.28125,3512044617728.0,351495.65625,3545194037248.0,450401.5,3521437761536.0,397411.4375,3584594280448.0,165500.640625,328095.1875,466874.34375,604226.125
perseus_032242.0+405408_L_1h,157080506750563653,50.67519528,40.90223716,900.0,1,L,r,nan,nan,498104.0,3607447470080.0,nan,nan,3486261.0,3615430279168.0,nan,nan,1360190.75,3379092.5,5340718.5,7550919.5
perseus_032246.0+421443_L_1h,158690506916834809,50.69172735,42.24511529,900.0,4,L,b,496546.15625,3532482412544.0,1566894.625,3361708179456.0,3138483.75,3599150612480.0,4192180.25,3586575826944.0,4350707.5,3585915224064.0,956752.8125,2630266.0,4504014.5,6848571.0
perseus_032246.1+414959_L_1h,158200506918130310,50.69186005,41.83309489,900.0,3,L,r,807680.3125,3547153563648.0,1809839.0,3559918141440.0,2559999.5,3522086567936.0,4006821.25,3625433956352.0,3808905.0,3581954228224.0,1382928.125,3305216.5,5072240.0,7191172.0
perseus_032246.7+415628_M_1h,158330506946070104,50.69463157,41.94125096,900.0,3,M,m,436837.5,3490117058560.0,800645.125,3572399341568.0,1261015.625,3571741360128.0,1538862.0,3579315748864.0,1496787.0,3558279217152.0,628637.0625,1320687.5,1993424.25,2632690.0
perseus_032250.6+410140_M_1h,157230507108104073,50.71084418,41.0278362,900.0,0,M,b,369147.375,3573057323008.0,755370.5625,3603462619136.0,1132295.875,3531181129728.0,1260201.75,3484977725440.0,1422458.25,3517224058880.0,474242.1875,1064632.75,1614357.625,2175704.25
perseus_032251.5+412220_M_1h,157640507150277506,50.71478573,41.37226419,900.0,9,M,m,59036.37109375,3485298851840.0,177517.015625,3342258405376.0,nan,nan,186002.96875,3141376671744.0,223130.75,3483052277760.0,114287.875,244568.015625,359087.375,486182.78125
perseus_032252.1+411445_M_1h,157490507171105780,50.71717314,41.24587629,900.0,9,M,m,46161.51171875,3630780645376.0,117760.640625,3612767420416.0,174373.09375,3430836338688.0,159911.390625,3499451744256.0,nan,nan,119343.8203125,249804.203125,359087.375,455407.4375
perseus_032253.0+411348_M_1h,157470507207576614,50.72083812,41.23001596,900.0,5,M,n,1234581.875,3630780645376.0,2281601.25,2925499514880.0,3088873.0,3526306037760.0,6355647.5,3590872629248.0,8610732.0,3571083640832.0,1651961.875,4096374.5,6975894.0,9817473.0
perseus_032304.9+420845_M_1h,158570507702815719,50.77035836,42.14590447,900.0,9,M,b,48806.70703125,3584924581888.0,100655.9921875,3501708541952.0,195956.6875,3557623595008.0,165135.25,3385945751552.0,168220.8125,3535086026752.0,75578.7890625,169511.8125,259179.140625,376010.65625
perseus_032306.7+420300_M_1h,158460507780620899,50.77787441,42.04997535,900.0,5,M,b,nan,nan,1088929.5,3625767927808.0,302023.09375,3205678759936.0,2124222.5,3583274123264.0,nan,nan,640914.3125,1516352.0,2263603.0,2847083.0
perseus_032309.6+414614_M_1h,158120507897835320,50.7897988,41.77046658,900.0,6,M,m,71226.1953125,3630780645376.0,160486.921875,3502031241216.0,178599.296875,3377225007104.0,94771.9609375,3326595563520.0,121405.9609375,3292456288256.0,248885.703125,373250.25,453314.6875,524807.3125
perseus_032311.3+410905_L_1h,157380507969432301,50.79693597,41.15139192,900.0,9,L,n,224119.75,3526955892736.0,513617.75,3603794231296.0,734513.5,3549114662912.0,893881.9375,3562542202880.0,688779.1875,3563198349312.0,276439.375,600897.0625,875789.125,1160912.25
perseus_032314.9+415233_M_1h,158250508120801427,50.8121035,41.87566447,900.0,3,M,m,135668.71875,3551076286464.0,289068.0,3559590199296.0,450152.8125,3590542065664.0,538418.1875,3563526815744.0,548225.6875,3532482412544.0,219381.234375,520475.4375,794328.5,1117892.375
perseus_032318.1+413404_M_1h,157880508254261991,50.82531123,41.56787254,900.0,9,M,b,151551.3125,3451437449216.0,338313.90625,3591203454976.0,598742.1875,3570425921536.0,695280.875,3484014870528.0,509424.65625,3402514563072.0,219988.34375,516178.71875,781268.6875,938425.4375
perseus_032321.5+405347_L_1h,157070508396096403,50.83946851,40.8964812,900.0,6,L,r,156228.40625,3243993726976.0,122811.6796875,3365735759872.0,186363.15625,3307958173696.0,nan,nan,272019.4375,3377536172032.0,302273.5625,493855.34375,635038.8125,737904.375
perseus_032321.7+405550_M_1h,157110508404517479,50.84049113,40.93065499,900.0,5,M,m,39667.94921875,3527605485568.0,78422.3359375,3423260901376.0,130388.6171875,3527605485568.0,144384.390625,3505903894528.0,169996.40625,3378469666816.0,52917.578125,114287.875,183653.828125,241434.71875
perseus_032324.8+414921_M_1h,158180508531657384,50.85314433,41.82232704,900.0,5,M,m,148265.34375,3577338396672.0,351819.21875,3613765926912.0,511351.8125,3556313399296.0,663803.6875,3607779868672.0,699261.875,3523059646464.0,154028.1875,427759.75,698231.5625,1025180.6875
perseus_032325.0+420834_L_1h,158570508543211837,50.85433504,42.14265701,900.0,5,L,b,656024.25,3366045614080.0,1737640.0,3380648345600.0,2405691.5,3349037449216.0,3754912.25,3534109802496.0,4224742.0,3533458636800.0,1757112.875,4596209.5,7454179.5,10185913.0
perseus_032326.6+420351_L_1h,158470508607767584,50.86083094,42.06412649,900.0,3,L,b,819897.875,3607779868672.0,1776806.25,3590542065664.0,2702713.25,3606450798592.0,3495264.0,3613433004032.0,3961319.75,3581294411776.0,1050025.375,2493447.0,3812415.25,5306396.5
perseus_032326.8+413151_M_1h,157830508615837753,50.86157264,41.53087815,900.0,5,M,m,99641.40625,3339488854016.0,147652.25,3320473452544.0,290696.65625,3565825032192.0,333426.28125,3542256451584.0,346067.125,3372562513920.0,87256.8984375,221207.625,373594.25,511916.96875
perseus_032327.0+412423_L_1h,157680508623168374,50.86231242,41.40644758,900.0,2,L,n,1909325.875,3628106514432.0,4862276.5,3598487650304.0,6875113.5,3575362093056.0,7984355.5,3497518432256.0,9303362.0,3554021212160.0,2056838.0,5199962.0,8002022.0,10944600.0
perseus_032328.2+420552_M_1h,158510508677377986,50.86760562,42.09773835,900.0,5,M,n,98555.3203125,3531181129728.0,191073.09375,3468326862848.0,358591.375,3528905457664.0,337132.125,3386569654272.0,388579.59375,3427678027776.0,263997.28125,477749.5,665580.0625,799466.3125
perseus_032330.0+412135_M_1h,157630508750082188,50.87508806,41.35951252,900.0,6,M,b,170106.0,3547153563648.0,335397.59375,3491081748480.0,432434.28125,3495264256000.0,399245.25,3614431510528.0,296128.34375,3485298851840.0,47380.5,365090.0,654635.5625,213993.25
